analyst,row,test_id,labelled_as,actual_identity,identified_as,starch_present,sample_id,date_analyzed,comments
Analyst 37,76.0,T37-7S66,Benzyl Penicillin,Cellulose,Suspicious,,34794,20/8/2018,
Analyst 37,77.0,T37-JTKB,Benzyl Penicillin,Starch,Suspicious,Yes,34397,2018-08-09 00:00:00,
Analyst 37,78.0,T37-POIX,Benzyl Penicillin,Starch,Suspicious,Yes,34715,20/8/2018,
Analyst 37,79.0,T37-8NR4,Benzyl Penicillin,Lactose,Suspicious,,34544,2018-08-09 00:00:00,
Analyst 37,80.0,T37-0361,Benzyl Penicillin,Lactose,Suspicious,,34551,2018-08-09 00:00:00,
Analyst 37,81.0,T37-C309,Benzyl Penicillin,Lactose,Suspicious,,34116,2018-08-09 00:00:00,
Analyst 37,82.0,T37-9C11,Benzyl Penicillin,Vitamin C,Suspicious,,34762,2018-01-09 00:00:00,
Analyst 37,83.0,T37-T373V,Benzyl Penicillin,Vitamin C,Suspicious,,34550,2018-08-09 00:00:00,
Analyst 37,84.0,T37-5A7R,Benzyl Penicillin,Vitamin C,Suspicious,,34777,2018-01-09 00:00:00,
Analyst 37,85.0,T37-J8YD,Benzyl Penicillin,Vitamin C,Suspicious,,34550,2018-08-09 00:00:00,
Analyst 37,86.0,T37-9IVG,Benzyl Penicillin,Vitamin C,Suspicious,,34548,2018-08-09 00:00:00,
Analyst 37,87.0,T37-30J6,Benzyl Penicillin,Vitamin C,Suspicious,,34776,2018-01-09 00:00:00,
Analyst 37,88.0,T37-B2RY,Benzyl Penicillin,Vitamin C,Suspicious,,34691,20/8/2018,
Analyst 37,89.0,T37-1JPR,Benzyl Penicillin,Vitamin C,Suspicious,,34743,20/8/2018,
Analyst 37,90.0,T37-IXY0,Benzyl Penicillin,Vitamin C,Suspicious,,34690,20/8/2018,
Analyst 37,91.0,T37-KQVY,Penicillin Procaine,Penicillin Procaine,Suspicious,,35981,2018-02-09 00:00:00,
Analyst 37,92.0,T37-P0Z1,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33670,13/8/2018,
Analyst 37,93.0,T37-HX7X,Penicillin Procaine,Penicillin Procaine,Suspicious,,34462,2018-02-09 00:00:00,
Analyst 37,94.0,T37-27K0,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35730,14/9/2018,
Analyst 37,95.0,T37-AY7B,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33669,13/8/2018,
Analyst 37,96.0,T37-HOSE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35606,14/9/2018,
Analyst 37,97.0,T37-HV3C,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,33600,13/8/2018,
Analyst 37,98.0,T37-JVNH,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35621,2018-02-09 00:00:00,
Analyst 37,99.0,T37-W8SW,Penicillin Procaine,Penicillin Procaine,Suspicious,,35613,2018-02-09 00:00:00,
Analyst 37,100.0,T37-JHQJ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35740,14/9/2018,
Analyst 37,101.0,T37-3QEQ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35729,14/9/2018,
Analyst 37,102.0,T37-XZ0W,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35731,14/9/2018,
Analyst 37,103.0,T37-18EZ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35611,2018-02-09 00:00:00,
Analyst 37,104.0,T37-7EWV,Penicillin Procaine,Penicillin Procaine,Suspicious,,35728,14/9/2018,
Analyst 37,105.0,T37-N205,Penicillin Procaine,Penicillin Procaine,Suspicious,,35626,2018-02-09 00:00:00,
Analyst 37,106.0,T37-XI1J,Penicillin Procaine,Starch,Suspicious,Yes,35612,2018-02-09 00:00:00,
Analyst 37,107.0,T37-E70I,Penicillin Procaine,Starch,Suspicious,Yes,33668,13/8/2018,Starch is present
Analyst 37,108.0,T37-4A4J,Penicillin Procaine,Starch,Suspicious,Yes,35610,2018-02-09 00:00:00,
Analyst 37,109.0,T37-LQPK,Penicillin Procaine,Starch,Suspicious,Yes,35980,2018-02-09 00:00:00,
Analyst 37,110.0,T37-TUYD,Penicillin Procaine,Starch,Suspicious,Yes,35721,2018-02-09 00:00:00,
Analyst 37,111.0,T37-OJG1,Penicillin Procaine,Lactose,Suspicious,,35625,2018-02-09 00:00:00,
Analyst 37,112.0,T37-EE0X,Penicillin Procaine,Lactose,Suspicious,,33671,13/8/2018,
Analyst 37,113.0,T37-P3ZH,Penicillin Procaine,Vitamin C,Suspicious,,35734,14/9/2018,
Analyst 37,114.0,T37-UO8X,Penicillin Procaine,Vitamin C,Suspicious,,35614,2018-02-09 00:00:00,
Analyst 37,115.0,T37-U1SX,Penicillin Procaine,Vitamin C,Suspicious,,35733,14/9/2018,
Analyst 37,116.0,T37-R7NY,Penicillin Procaine,Vitamin C,Suspicious,,35615,2018-02-09 00:00:00,
Analyst 37,117.0,T37-4AXK,Penicillin Procaine,Vitamin C,Suspicious,,35732,14/9/2018,
Analyst 37,118.0,T37-0P5M,Penicillin Procaine,Vitamin C,Suspicious,,35735,14/9/2018,
Analyst 37,119.0,T37-MHLC,Penicillin Procaine,Vitamin C,Suspicious,,35627,2018-02-09 00:00:00,
Analyst 37,120.0,T37-8CNQ,Penicillin Procaine,Vitamin C,Suspicious,,33601,13/8/2018,
Analyst 37,121.0,T37-EUFD,Quinine ,Quinine,Quinine,,33605,18/8/2018,
Analyst 37,122.0,T37-LRTN,Quinine ,Quinine,Quinine,,34786,26/8/2018,
Analyst 37,123.0,T37-EFQ6,Quinine ,Quinine,Quinine,,35751,13/9/2018,
Analyst 37,124.0,T37-CZD5,Quinine ,Quinine,Quinine,,35745,13/9/2018,
Analyst 37,125.0,T37-PALP,Quinine ,Quinine,Quinine,,35748,13/9/2018,
Analyst 37,126.0,T37-BHWF,Quinine ,Quinine,Quinine,,35747,13/9/2018,
Analyst 37,127.0,T37-DDBL,Quinine ,Quinine,Quinine,,35744,13/9/2018,
Analyst 37,128.0,T37-8PCI,Quinine ,Quinine,Quinine,,34760,26/8/2018,
Analyst 37,129.0,T37-V9X1,Quinine ,Quinine,Quinine,,35738,13/9/2018,
Analyst 37,130.0,T37-N5MH,Quinine ,Quinine,Quinine,,35750,13/9/2018,
Analyst 37,131.0,T37-XLLW,Quinine ,Quinine,Quinine,,33610,18/8/2018,
Analyst 37,132.0,T37-MLPF,Quinine ,Quinine,Quinine,,33607,18/8/2018,
Analyst 37,133.0,T37-E9ZP,Quinine ,Quinine,Quinine,,34784,26/8/2018,
Analyst 37,134.0,T37-YPN4,Quinine ,Quinine,Quinine,,33611,18/8/2018,
Analyst 37,135.0,T37-3ON9,Quinine ,Quinine,Quinine,,34787,26/8/2018,
Analyst 37,136.0,T37-D8HD,Quinine ,Starch,Suspicious,Yes,33603,18/8/2018,
Analyst 37,137.0,T37-BR97,Quinine ,Starch,Suspicious,Yes,35746,13/9/2018,
Analyst 37,138.0,T37-E54P,Quinine ,Starch,Suspicious,Yes,33604,18/8/2018,
Analyst 37,139.0,T37-S1M8,Quinine ,Lactose,Suspicious,,35739,13/9/2018,
Analyst 37,140.0,T37-MI5V,Quinine ,Lactose,Suspicious,,34785,26/8/2018,
Analyst 37,141.0,T37-U0XW,Quinine ,Lactose,Suspicious,,33609,18/8/2018,
Analyst 37,142.0,T37-XYMD,Quinine ,Lactose,Suspicious,,35737,13/9/2018,
Analyst 37,143.0,T37-OGCQ,Quinine ,Lactose,Suspicious,,35749,13/9/2018,
Analyst 37,144.0,T37-SOYW,Quinine ,Lactose,Suspicious,,33608,18/8/2018,
Analyst 37,145.0,T37-YGLF,Quinine ,Cellulose,Suspicious,,35742,13/9/2018,
Analyst 37,146.0,T37-INUV,Quinine ,Cellulose,Suspicious,,33606,18/8/2018,
Analyst 37,147.0,T37-7TCV,Quinine ,Vitamin C,Suspicious,,35741,13/9/2018,
Analyst 37,148.0,T37-D7W4,Quinine ,Vitamin C,Suspicious,,35743,13/9/2018,
Analyst 37,149.0,T37-V4BA,Quinine ,Vitamin C,Suspicious,,34760,26/8/2018,
Analyst 37,150.0,T37-VEG0,Quinine ,Vitamin C,Suspicious,,35736,13/9/2018,
Analyst 38,1.0,T38-9AFC,Amoxicillin,Amoxicillin,Amoxicillin,,30175,15/9/2018,
Analyst 38,2.0,T38-6MI0,Amoxicillin,Amoxicillin,Amoxicillin,,30174,15/9/2018,
Analyst 38,3.0,T38-KHWD,Amoxicillin,Amoxicillin,Amoxicillin,,34616,2018-04-09 00:00:00,
Analyst 38,4.0,T38-9WQU,Amoxicillin,Amoxicillin,Amoxicillin,,32812,15/9/2018,
Analyst 38,5.0,T38-LLE9,Amoxicillin,Amoxicillin,Amoxicillin,,34622,2018-04-09 00:00:00,
Analyst 38,6.0,T38-CYVZ,Amoxicillin,Amoxicillin,Amoxicillin,,35466,15/8/2018,
Analyst 38,7.0,T38-XB2K,Amoxicillin,Amoxicillin,Amoxicillin,,34621,2018-04-09 00:00:00,
Analyst 38,8.0,T38-DL6T,Amoxicillin,Amoxicillin,Amoxicillin,,30169,15/9/2018,
Analyst 38,9.0,T38-FLIP,Amoxicillin,Amoxicillin,Amoxicillin,,35467,15/8/2018,
Analyst 38,10.0,T38-IKF9,Amoxicillin,Amoxicillin,Amoxicillin,,30183,15/9/2018,
Analyst 38,11.0,T38-3BN0,Amoxicillin,Amoxicillin,Amoxicillin,,32630,15/9/2018,
Analyst 38,12.0,T38-NF6W,Amoxicillin,Amoxicillin,Amoxicillin,,32631,15/9/2018,
Analyst 38,13.0,T38-WDMC,Amoxicillin,Amoxicillin,Amoxicillin,,34617,2018-04-09 00:00:00,
Analyst 38,14.0,T38-L112,Amoxicillin,Amoxicillin,Amoxicillin,,35465,15/8/2018,
Analyst 38,15.0,T38-HK00,Amoxicillin,Amoxicillin,Amoxicillin,,30171,15/9/2018,
Analyst 38,16.0,T38-5PVQ,Amoxicillin,Paracetamol Starch,Suspicious,Yes,34620,2018-04-09 00:00:00,
Analyst 38,17.0,T38-HN5O,Amoxicillin,Starch,Suspicious,Yes,32813,15/9/2018,
Analyst 38,18.0,T38-U212,Amoxicillin,Starch,Suspicious,Yes,35470,2018-04-09 00:00:00,
Analyst 38,19.0,T38-A52M,Amoxicillin,Starch,Suspicious,Yes,32815,15/9/2018,
Analyst 38,20.0,T38-TMXO,Amoxicillin,Starch,Suspicious,Yes,30173,15/9/2018,
Analyst 38,21.0,T38-NZCZ,Amoxicillin,Lactose,Suspicious,,32629,15/9/2018,
Analyst 38,22.0,T38-8MHK,Amoxicillin,Lactose,Suspicious,,35468,15/8/2018,
Analyst 38,23.0,T38-R7DP,Amoxicillin,Vitamin C,Suspicious,,35469,15/8/2018,Looks like ascorbic acid
Analyst 38,24.0,T38-WPWX,Amoxicillin,Vitamin C,Suspicious,,30168,15/9/2018,
Analyst 38,25.0,T38-8VM3,Amoxicillin,Vitamin C,Suspicious,,30170,15/9/2018,
Analyst 38,26.0,T38-SD07,Amoxicillin,Vitamin C,Suspicious,,35472,15/8/2018,Probably ascorbic acid
Analyst 38,27.0,T38-FKTK,Amoxicillin,Vitamin C,Suspicious,,32814,15/9/2018,
Analyst 38,28.0,T38-M7JH,Amoxicillin,Vitamin C,Suspicious,,30182,15/9/2018,
Analyst 38,29.0,T38-EGQY,Amoxicillin,Vitamin C,Suspicious,,35471,2018-04-09 00:00:00,Probably ascorbic acid
Analyst 38,30.0,T38-WLIH,Amoxicillin,Vitamin C,Suspicious,,34623,2018-04-09 00:00:00,Probably ascorbic acid
Analyst 38,31.0,T38-9T2L,Paracetamol,Paracetamol,Paracetamol,,32300,15/8/2018,
Analyst 38,32.0,T38-M3U1,Paracetamol,Paracetamol,Paracetamol,,32312,25/9/2018,
Analyst 38,33.0,T38-C5IC,Paracetamol,Paracetamol,Paracetamol,,32296,15/8/2018,
Analyst 38,34.0,T38-D084,Paracetamol,Paracetamol,Paracetamol,,30177,15/9/2018,
Analyst 38,35.0,T38-CQUT,Paracetamol,Paracetamol,Paracetamol,,35778,2018-04-09 00:00:00,
Analyst 38,36.0,T38-3DIP,Paracetamol,Paracetamol,Suspicious,,32286,25/9/2018,
Analyst 38,37.0,T38-Q685,Paracetamol,Paracetamol,Paracetamol,,32297,15/8/2018,
Analyst 38,38.0,T38-1FZZ,Paracetamol,Paracetamol,Paracetamol,,32287,25/9/2018,
Analyst 38,39.0,T38-60CW,Paracetamol,Paracetamol,Paracetamol,,32301,15/8/2018,
Analyst 38,40.0,T38-YCQG,Paracetamol,Paracetamol,Paracetamol,,30172,15/9/2018,
Analyst 38,41.0,T38-25DE,Paracetamol,Paracetamol,Paracetamol,,35646,2018-04-09 00:00:00,
Analyst 38,42.0,T38-9MGL,Paracetamol,Paracetamol,Paracetamol,,32626,15/8/2018,
Analyst 38,43.0,T38-L0FZ,Paracetamol,Paracetamol,Paracetamol,,35753,2018-04-09 00:00:00,
Analyst 38,44.0,T38-W2UI,Paracetamol,Paracetamol,Paracetamol,,32314,25/9/2018,
Analyst 38,45.0,T38-DT42,Paracetamol,Paracetamol,Paracetamol,,32315,25/9/2018,
Analyst 38,46.0,T38-ITZK,Paracetamol,Paracetamol,Paracetamol,,35605,2018-04-09 00:00:00,
Analyst 38,47.0,T38-WDYR,Paracetamol,Lactose,Suspicious,,30179,15/9/2018,
Analyst 38,48.0,T38-WZRM,Paracetamol,Lactose,Suspicious,,30178,15/9/2018,
Analyst 38,49.0,T38-XPNN,Paracetamol,Lactose,Suspicious,,35768,2018-04-09 00:00:00,
Analyst 38,50.0,T38-0RBX,Paracetamol,Lactose,Suspicious,,35604,2018-04-09 00:00:00,
Analyst 38,51.0,T38-41IC,Paracetamol,Paracetamol Starch,Suspicious,Yes,32285,25/9/2018,
Analyst 38,52.0,T38-TP24,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,35752,2018-04-09 00:00:00,
Analyst 38,53.0,T38-PSD2,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32313,25/9/2018,
Analyst 38,54.0,T38-5J9X,Paracetamol,Starch,Suspicious,Yes,35640,2018-04-09 00:00:00,
Analyst 38,55.0,T38-WWZY,Paracetamol,Vitamin C,Suspicious,,35647,2018-04-09 00:00:00,Probably ascorbic acid
Analyst 38,56.0,T38-XT8C,Paracetamol,Vitamin C,Suspicious,,32627,15/8/2018,Probably ascorbic acid
Analyst 38,57.0,T38-OVVY,Paracetamol,Vitamin C,Suspicious,,32284,25/9/2018,
Analyst 38,58.0,T38-P4AJ,Paracetamol,Vitamin C,Suspicious,,32685,15/8/2018,
Analyst 38,59.0,T38-SY4Q,Paracetamol,Cellulose,Suspicious,,32684,15/8/2018,
Analyst 38,60.0,T38-5ILS,Paracetamol,Cellulose,Paracetamol,,35769,2018-04-09 00:00:00,
Analyst 38,61.0,T38-EW6S,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32419,15/8/2018,
Analyst 38,62.0,T38-TP11,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32317,25/9/2018,
Analyst 38,63.0,T38-9SGM,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32687,15/8/2018,
Analyst 38,64.0,T38-ETV0,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32229,14/8/2018,
Analyst 38,65.0,T38-4Q8I,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32316,25/9/2018,
Analyst 38,66.0,T38-7WEL,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34700,2018-04-09 00:00:00,
Analyst 38,67.0,T38-5ITB,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32418,14/8/2018,
Analyst 38,68.0,T38-GP35,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32346,25/9/2018,
Analyst 38,69.0,T38-5WR3,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34566,2018-04-09 00:00:00,
Analyst 38,70.0,T38-TV7I,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32228,14/8/2018,
Analyst 38,71.0,T38-VDJ1,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32421,14/8/2018,
Analyst 38,72.0,T38-HCTD,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34561,2018-04-09 00:00:00,
Analyst 38,73.0,T38-72GT,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32348,25/9/2018,
Analyst 38,74.0,T38-1FSX,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,32417,14/8/2018,
Analyst 38,75.0,T38-JNI5,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34557,2018-04-09 00:00:00,
Analyst 38,76.0,T38-4HZT,Benzyl Penicillin,Lactose,Suspicious,,32168,14/8/2018,
Analyst 38,77.0,T38-S257,Benzyl Penicillin,Lactose,Suspicious,,32170,14/8/2018,
Analyst 38,78.0,T38-M2WO,Benzyl Penicillin,Lactose,Suspicious,,32171,14/8/2018,
Analyst 38,79.0,T38-YJY2,Benzyl Penicillin,Starch,Suspicious,Yes,32420,14/8/2018,
Analyst 38,80.0,T38-42ZR,Benzyl Penicillin,Starch,Suspicious,Yes,35706,2018-04-09 00:00:00,
Analyst 38,81.0,T38-6V18,Benzyl Penicillin,Starch,Suspicious,Yes,32283,25/9/2018,
Analyst 38,82.0,T38-MYDV,Benzyl Penicillin,Starch,Suspicious,Yes,32416,14/8/2018,
Analyst 38,83.0,T38-KT30,Benzyl Penicillin,Vitamin C,Suspicious,,35704,2018-04-09 00:00:00,
Analyst 38,84.0,T38-NKJF,Benzyl Penicillin,Vitamin C,Suspicious,,34522,2018-04-09 00:00:00,
Analyst 38,85.0,T38-NPX3,Benzyl Penicillin,Vitamin C,Suspicious,,32349,25/9/2018,
Analyst 38,86.0,T38-HPI2,Benzyl Penicillin,Vitamin C,Suspicious,,35705,2018-04-09 00:00:00,
Analyst 38,87.0,T38-5844,Benzyl Penicillin,Vitamin C,Suspicious,,34558,2018-04-09 00:00:00,
Analyst 38,88.0,T38-R2KN,Benzyl Penicillin,Vitamin C,Suspicious,,32227,14/8/218,Probably ascorbic acid
Analyst 38,89.0,T38-W53J,Benzyl Penicillin,Vitamin C,Suspicious,,32347,25/9/2018,
Analyst 38,90.0,T38-THA7,Benzyl Penicillin,Vitamin C,Suspicious,,32169,14/8/2018,Probably ascorbic acid
Analyst 38,91.0,T38-QJDK,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32345,25/9/2018,
Analyst 38,92.0,T38-NEVU,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32258,25/9/2018,
Analyst 38,93.0,T38-JY2C,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32625,14/8/2018,
Analyst 38,94.0,T38-JI67,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35480,15/8/2018,
Analyst 38,95.0,T38-15HN,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30181,14/8/218,
Analyst 38,96.0,T38-KNF9,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35641,2018-04-09 00:00:00,
Analyst 38,97.0,T38-6D5U,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35462,15/8/2018,
Analyst 38,98.0,T38-Z8NH,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32282,25/9/2018,
Analyst 38,99.0,T38-IW5E,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32344,25/9/2018,
Analyst 38,100.0,T38-4Y22,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32225,14/8/2018,
Analyst 38,101.0,T38-ALL1,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35710,2018-04-09 00:00:00,
Analyst 38,102.0,T38-DZEV,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32318,25/9/2018,
Analyst 38,103.0,T38-E4W4,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32280,25/9/2018,
Analyst 38,104.0,T38-4CS1,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35708,2018-04-09 00:00:00,
Analyst 38,105.0,T38-GEVR,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35644,2018-04-09 00:00:00,
Analyst 38,106.0,T38-5RC9,Penicillin Procaine,Paracetamol Starch,Suspicious,Yes,35481,15/8/2018,
Analyst 38,107.0,T38-PHJ4,Penicillin Procaine,Paracetamol Starch,Suspicious,Yes,35463,15/8/2018,
Analyst 38,108.0,T38-SAMV,Penicillin Procaine,Starch,Suspicious,Yes,35709,2018-04-09 00:00:00,
Analyst 38,109.0,T38-2GJA,Penicillin Procaine,Starch,Suspicious,Yes,35707,2018-04-09 00:00:00,
Analyst 38,110.0,T38-88SY,Penicillin Procaine,Cellulose,Suspicious,,32281,25/9/2018,
Analyst 38,111.0,T38-OJIT,Penicillin Procaine,Cellulose,Suspicious,,30180,14/8/2018,
Analyst 38,112.0,T38-CZ86,Penicillin Procaine,Lactose,Suspicious,,35770,2018-04-09 00:00:00,
Analyst 38,113.0,T38-O4KL,Penicillin Procaine,Lactose,Suspicious,,32259,25/9/2018,
Analyst 38,114.0,T38-LMUE,Penicillin Procaine,Lactose,Suspicious,,35645,2018-04-09 00:00:00,
Analyst 38,115.0,T38-XVZM,Penicillin Procaine,Vitamin C,Suspicious,,32319,25/9/2018,
Analyst 38,116.0,T38-8CM7,Penicillin Procaine,Vitamin C,Suspicious,,35784,2018-04-09 00:00:00,
Analyst 38,117.0,T38-ZXQ8,Penicillin Procaine,Vitamin C,Suspicious,,32226,14/8/2018,
Analyst 38,118.0,T38-6NE3,Penicillin Procaine,Vitamin C,Suspicious,,32257,25/9/2018,
Analyst 38,119.0,T38-SMHH,Penicillin Procaine,Vitamin C,Suspicious,,35785,2018-04-09 00:00:00,
Analyst 38,120.0,T38-JFNC,Penicillin Procaine,Vitamin C,Suspicious,,32224,14/8/2018,
Analyst 38,121.0,T38-FTNH,Quinine ,Quinine,Quinine,,30238,25/9/2018,
Analyst 38,122.0,T38-1IM6,Quinine ,Quinine,Quinine,,34573,2018-04-09 00:00:00,
Analyst 38,123.0,T38-CCR1,Quinine ,Quinine,Quinine,,35478,15/8/2018,
Analyst 38,124.0,T38-XT74,Quinine ,Quinine,Quinine,,34574,2018-04-09 00:00:00,
Analyst 38,125.0,T38-OLGY,Quinine ,Quinine,Quinine,,34570,2018-04-09 00:00:00,
Analyst 38,126.0,T38-G5K2,Quinine ,Quinine,Quinine,,35464,15/8/2018,
Analyst 38,127.0,T38-6J46,Quinine ,Quinine,Quinine,,35476,15/8/2018,
Analyst 38,128.0,T38-M6S0,Quinine ,Quinine,Quinine,,30239,25/9/2018,
Analyst 38,129.0,T38-2X2G,Quinine ,Quinine,Quinine,,34562,2018-04-09 00:00:00,
Analyst 38,130.0,T38-S8I5,Quinine ,Quinine,Quinine,,34571,2018-04-09 00:00:00,
Analyst 38,131.0,T38-MZI5,Quinine ,Quinine,Quinine,,35484,15/8/2018,
Analyst 38,132.0,T38-QFD8,Quinine ,Quinine,Quinine,,35479,15/8/2018,
Analyst 38,133.0,T38-CVMN,Quinine ,Quinine,Quinine,,34575,2018-04-09 00:00:00,
Analyst 38,134.0,T38-M7L8,Quinine ,Quinine,Quinine,,35482,15/8/2018,
Analyst 38,135.0,T38-1WF1,Quinine ,Quinine,Quinine,,34567,2018-04-09 00:00:00,
Analyst 38,136.0,T38-FOQU,Quinine ,Lactose,Suspicious,,35473,15/8/2018,
Analyst 38,137.0,T38-1JT3,Quinine ,Lactose,Suspicious,,30307,25/9/2018,
Analyst 38,138.0,T38-1JKI,Quinine ,Lactose,Suspicious,,35477,15/8/2018,
Analyst 38,139.0,T38-06ZF,Quinine ,Starch,Suspicious,,30308,25/9/2018,
Analyst 38,140.0,T38-ZWCO,Quinine ,Starch,Suspicious,Yes,35483,15/8/2018,
Analyst 38,141.0,T38-1R8J,Quinine ,Starch,Suspicious,Yes,34568,2018-04-09 00:00:00,
Analyst 38,142.0,T38-UTUQ,Quinine ,Starch,Suspicious,Yes,35474,15/8/2018,
Analyst 38,143.0,T38-XC3F,Quinine ,Starch,Suspicious,Yes,34572,2018-04-09 00:00:00,
Analyst 38,144.0,T38-CWLZ,Quinine ,Vitamin C,Suspicious,,34560,2018-04-09 00:00:00,
Analyst 38,145.0,T38-5MPN,Quinine ,Vitamin C,Suspicious,,35487,15/8/2018,Probably ascorbic acid
Analyst 38,146.0,T38-4CRK,Quinine ,Vitamin C,Suspicious,,30309,25/9/2018,
Analyst 38,147.0,T38-TGRV,Quinine ,Vitamin C,Suspicious,,35486,15/8/2018,Probably ascorbic acid
Analyst 38,148.0,T38-6P2X,Quinine ,Vitamin C,Suspicious,,34564,2018-04-09 00:00:00,
Analyst 38,149.0,T38-GOU4,Quinine ,Vitamin C,Suspicious,,34569,2018-04-09 00:00:00,
Analyst 38,150.0,T38-TJTF,Quinine ,Vitamin C,Suspicious,,34563,2018-04-09 00:00:00,
Analyst 39,1.0,T39-X3GW,Amoxicillin,Amoxicillin,Amoxicillin,,32619,20/9/2018,
Analyst 39,2.0,T39-ODZR,Amoxicillin,Amoxicillin,Amoxicillin,,29680,2018-11-08 00:00:00,All lanes correspond
Analyst 39,3.0,T39-6W6D,Amoxicillin,Amoxicillin,Amoxicillin,,32676,20/9/2018,
Analyst 39,4.0,T39-PNDL,Amoxicillin,Amoxicillin,Amoxicillin,,32320,20/9/2018,
Analyst 39,5.0,T39-TY8J,Amoxicillin,Amoxicillin,Amoxicillin,,33876,13/9/2018,
Analyst 39,6.0,T39-STN1,Amoxicillin,Amoxicillin,Amoxicillin,,35425,13/9/2018,
Analyst 39,7.0,T39-O0XN,Amoxicillin,Amoxicillin,Amoxicillin,,32519,2018-11-08 00:00:00,All lanes correspond
Analyst 39,8.0,T39-RGBX,Amoxicillin,Amoxicillin,Amoxicillin,,33875,13/9/2018,
Analyst 39,9.0,T39-YA11,Amoxicillin,Amoxicillin,Amoxicillin,,32517,2018-11-08 00:00:00,All lanes correspond
Analyst 39,10.0,T39-UQ48,Amoxicillin,Amoxicillin,Amoxicillin,,32570,2018-11-08 00:00:00,All lanes correspond
Analyst 39,11.0,T39-6NL7,Amoxicillin,Amoxicillin,Amoxicillin,,32677,20/9/2018,
Analyst 39,12.0,T39-W1O2,Amoxicillin,Amoxicillin,Amoxicillin,,32673,20/9/2018,
Analyst 39,13.0,T39-8VST,Amoxicillin,Amoxicillin,Amoxicillin,,35426,13/9/2018,
Analyst 39,14.0,T39-WAV5,Amoxicillin,Amoxicillin,Amoxicillin,,35258,13/9/2018,
Analyst 39,15.0,T39-0GU7,Amoxicillin,Amoxicillin,Amoxicillin,,32672,20/9/2018,
Analyst 39,16.0,T39-R1NW,Amoxicillin,Lactose,Suspicious,,35427,13/9/2018,
Analyst 39,17.0,T39-3JPB,Amoxicillin,Lactose,Suspicious,,32569,2018-11-08 00:00:00,"Lane B-yellow, Lane F-blue"
Analyst 39,18.0,T39-DQ1V,Amoxicillin,Lactose,Suspicious,,32518,2018-11-08 00:00:00,"Lane B-yellow, Lane F-blue"
Analyst 39,19.0,T39-ODXM,Amoxicillin,Lactose,Suspicious,,32568,2018-11-08 00:00:00,"Lane B-yellow, Lane F-blue"
Analyst 39,20.0,T39-EBJO,Amoxicillin,Lactose,Suspicious,,32583,2018-11-08 00:00:00,"Lane B-yellow, Lane F-blue"
Analyst 39,21.0,T39-L4GT,Amoxicillin,Paracetamol Starch,Suspicious,Yes,32571,2018-11-08 00:00:00,"Lane B-yellow, Lane F-blue, Lane K-brown, Lane J-black"
